ParName   Value   Gradient
natmort_m     0.134798  1.73257e-08
q_alpha(1)    -0.124935 -4.00632e-07
q_beta[1](1)    0.0634603 -2.26568e-06
q_beta[1](2)    0.0115571 -2.75942e-06
q_beta[1](3)  -0.00521715 -3.37001e-06
mean_log_rec      0.95163 -3.25656e-06
rec_dev(1954)    -0.509793 -2.05786e-06
rec_dev(1955)    -0.684308 -1.90416e-06
rec_dev(1956)    -0.745244  -2.1681e-06
rec_dev(1957)     0.722832 -6.24432e-06
rec_dev(1958)      0.53839  8.07941e-07
rec_dev(1959)     0.191561 -1.14664e-06
rec_dev(1960)    -0.222778 -8.94203e-07
rec_dev(1961)    -0.878173   1.0848e-06
rec_dev(1962)    -0.231303  3.20111e-06
rec_dev(1963)    -0.871137 -4.34463e-07
rec_dev(1964)    -0.944658 -3.73418e-07
rec_dev(1965)    -0.668885 -5.89275e-07
rec_dev(1966)    -0.623535  -2.8068e-06
rec_dev(1967)     0.139041 -6.25682e-06
rec_dev(1968)     0.582045 -3.12486e-06
rec_dev(1969)     0.605496 -7.66681e-07
rec_dev(1970)     0.877014  3.14279e-06
rec_dev(1971)     0.970553  1.21307e-07
rec_dev(1972)     0.718988  2.36011e-07
rec_dev(1973)     0.349659   4.8414e-06
rec_dev(1974)     0.643912  9.93598e-07
rec_dev(1975)     0.787674  1.81245e-06
rec_dev(1976)     0.360348  -2.4181e-06
rec_dev(1977)     0.578054 -5.44215e-07
rec_dev(1978)     0.137614  5.92089e-06
rec_dev(1979)    -0.309966  1.25001e-06
rec_dev(1980)     0.361722  1.89443e-06
rec_dev(1981)    0.0762787 -4.23314e-06
rec_dev(1982)      1.14701  2.28521e-06
rec_dev(1983)    -0.544037  9.39509e-07
rec_dev(1984)      0.95788  8.93409e-07
rec_dev(1985)    -0.105007 -4.78483e-08
rec_dev(1986)    -0.362995 -6.15536e-07
rec_dev(1987)   -0.0493047  2.34668e-07
rec_dev(1988)      0.26632  1.25785e-06
rec_dev(1989)     0.267625  1.04718e-06
rec_dev(1990)    -0.427177  3.06568e-08
rec_dev(1991)     -0.30766 -1.47442e-07
rec_dev(1992)     0.492182 -8.21206e-08
rec_dev(1993)   -0.0317798  2.47873e-06
rec_dev(1994)    -0.203196  3.14924e-07
rec_dev(1995)    -0.195053   6.7959e-07
rec_dev(1996)     0.704198  9.51357e-07
rec_dev(1997)      -0.1339 -1.60629e-07
rec_dev(1998)    -0.320619  3.01655e-07
rec_dev(1999)    -0.118943  5.88371e-06
rec_dev(2000)     0.216119 -4.68099e-07
rec_dev(2001)    -0.222468 -2.74159e-06
rec_dev(2002)       0.0759 -2.12611e-06
rec_dev(2003)    0.0301641 -2.50375e-06
rec_dev(2004)     0.452044 -3.99047e-06
rec_dev(2005)    -0.329344 -1.92408e-06
rec_dev(2006)    -0.234139 -5.73107e-07
rec_dev(2007)   -0.0835965  -3.3892e-06
rec_dev(2008)    -0.179213 -2.69371e-06
rec_dev(2009)   0.00397571 -3.08617e-06
rec_dev(2010)     0.322729  6.38206e-07
rec_dev(2011)    -0.701375 -7.83097e-07
rec_dev(2012)     -1.51976  3.90091e-07
rec_dev(2013)    -0.612105 -2.28508e-07
rec_dev(2014)    -0.517901 -5.77428e-07
rec_dev(2015)   -0.0326575 -1.06469e-06
rec_dev(2016)     0.283016 -2.04524e-07
rec_dev(2017)     0.378157  1.77022e-08
rec_dev(2018)    -0.264981 -1.02096e-07
rec_dev(2019)   -0.0477103  6.82798e-08
rec_dev(2020)  -0.00353065  -7.8171e-08
rec_dev(2021) -0.000268689  8.24509e-09
mean_log_init    -0.706039 -2.09044e-06
init_dev_m(2)      0.38229  2.83114e-07
init_dev_m(3)    0.0567911  1.73414e-07
init_dev_m(4)    0.0470928  2.40812e-07
init_dev_m(5)  -0.00531507  2.22197e-07
init_dev_m(6)   -0.0381366  2.11835e-07
init_dev_m(7)   -0.0408628  -9.7614e-08
init_dev_m(8)   -0.0435188 -1.73022e-07
init_dev_m(9)   -0.0460294 -3.37725e-07
init_dev_m(10)   -0.0483364 -5.41533e-07
init_dev_m(11)   -0.0504263  -5.2463e-07
init_dev_m(12)    -0.052943 -4.98146e-07
init_dev_m(13)    -0.055169 -4.28074e-07
init_dev_m(14)   -0.0564931 -5.16526e-07
init_dev_m(15)   -0.0570718 -6.48119e-07
init_dev_m(16)   -0.0572872 -6.42433e-07
init_dev_m(17)   -0.0574217 -5.23133e-07
init_dev_m(18)   -0.0575275    -8.34e-07
init_dev_m(19)   -0.0575864 -6.90689e-07
init_dev_m(20)   -0.0576247 -7.67434e-07
init_dev_f(2)     0.804521 -2.32302e-06
init_dev_f(3)     0.143953  1.94535e-07
init_dev_f(4)     0.127054   7.3065e-07
init_dev_f(5)    0.0237181  4.88071e-07
init_dev_f(6)   -0.0399131   2.6288e-07
init_dev_f(7)   -0.0424731 -1.15763e-07
init_dev_f(8)   -0.0450973  -1.8464e-07
init_dev_f(9)   -0.0476445 -3.39954e-07
init_dev_f(10)   -0.0500066 -4.59877e-07
init_dev_f(11)   -0.0521574 -5.47575e-07
init_dev_f(12)   -0.0547578 -5.14026e-07
init_dev_f(13)   -0.0570545 -4.40377e-07
init_dev_f(14)   -0.0584151 -5.10454e-07
init_dev_f(15)   -0.0590064 -6.65501e-07
init_dev_f(16)   -0.0592249 -6.50071e-07
init_dev_f(17)   -0.0593608 -6.67593e-07
init_dev_f(18)   -0.0594675 -8.01111e-07
init_dev_f(19)   -0.0595265 -6.31365e-07
init_dev_f(20)   -0.0595649 -7.42902e-07
log_avg_fmort(1)     -2.39846 -3.90763e-06
fmort_dev(1,1954)     -2.57919 -4.02754e-06
fmort_dev(1,1955)     -2.39777 -4.66754e-06
fmort_dev(1,1956)      -1.8395 -3.96045e-06
fmort_dev(1,1957)     -1.81242 -4.85975e-06
fmort_dev(1,1958)     -1.14678 -4.95344e-06
fmort_dev(1,1959)     0.412622 -5.13566e-07
fmort_dev(1,1960)      1.64831  1.30055e-06
fmort_dev(1,1961)      2.66897  4.78133e-07
fmort_dev(1,1962)      4.07633 -7.67031e-06
fmort_dev(1,1963)      4.16421  4.71831e-06
fmort_dev(1,1964)      1.35597 -1.73452e-06
fmort_dev(1,1965)     0.961648 -3.25445e-07
fmort_dev(1,1966)      1.58657  1.93966e-08
fmort_dev(1,1967)      1.86722 -1.08534e-06
fmort_dev(1,1968)      1.53405 -5.00697e-06
fmort_dev(1,1969)      2.00457 -7.29205e-07
fmort_dev(1,1970)      2.09031   3.9746e-07
fmort_dev(1,1971)      1.88903 -3.20552e-06
fmort_dev(1,1972)      1.22755  4.72274e-06
fmort_dev(1,1973)      1.50607   5.8587e-06
fmort_dev(1,1974)     0.332116 -2.93847e-05
fmort_dev(1,1975)     0.210808  1.83165e-06
fmort_dev(1,1976)     0.173319  1.71166e-06
fmort_dev(1,1977)    -0.601591  4.57122e-06
fmort_dev(1,1978)    0.0740549 -4.11967e-09
fmort_dev(1,1979)    -0.465957  2.08595e-07
fmort_dev(1,1980)    -0.389815  6.49864e-07
fmort_dev(1,1981)    -0.601681  2.88409e-07
fmort_dev(1,1982)    -0.855717  1.04978e-06
fmort_dev(1,1983)    -0.814707  1.03758e-06
fmort_dev(1,1984)    -0.362648  1.69966e-08
fmort_dev(1,1985)     0.040719 -1.78572e-06
fmort_dev(1,1986)    -0.041186 -2.64961e-07
fmort_dev(1,1987)   -0.0651142  1.04924e-06
fmort_dev(1,1988)     0.177468  1.88413e-06
fmort_dev(1,1989)    -0.118652  2.18392e-06
fmort_dev(1,1990)    -0.900038  1.26365e-06
fmort_dev(1,1991)    -0.706013  2.33978e-07
fmort_dev(1,1992)    -0.484061  1.05597e-06
fmort_dev(1,1993)     -0.61814  3.38137e-09
fmort_dev(1,1994)    -0.434459  6.08906e-07
fmort_dev(1,1995)    -0.511812  4.60317e-07
fmort_dev(1,1996)    -0.538422  1.62592e-06
fmort_dev(1,1997)   -0.0375004 -7.28562e-07
fmort_dev(1,1998)    -0.506267 -1.52074e-07
fmort_dev(1,1999)    -0.793697  1.35193e-06
fmort_dev(1,2000)    -0.591806 -4.89464e-07
fmort_dev(1,2001)    -0.891086  1.04294e-06
