ParName   Value   Gradient
natmort_m     0.134824 -5.07425e-06
q_alpha(1)   -0.0564892  1.73584e-06
q_beta[1](1)    0.0551029  1.22329e-06
q_beta[1](2)   0.00912446  1.08791e-05
q_beta[1](3)  -0.00365634  -2.0568e-06
mean_log_rec       0.9879  8.83494e-06
rec_dev(1954)    -0.268924 -1.59177e-06
rec_dev(1955)     -0.54151  1.16156e-06
rec_dev(1956)     -0.90409  1.04773e-05
rec_dev(1957)     0.266673  2.18822e-05
rec_dev(1958)   -0.0586562  7.07585e-06
rec_dev(1959)     -0.32612  2.68401e-06
rec_dev(1960)    -0.387596  6.50434e-06
rec_dev(1961)    -0.921194 -1.93242e-06
rec_dev(1962)    -0.269726 -1.29991e-06
rec_dev(1963)    -0.906941 -2.46084e-06
rec_dev(1964)    -0.984608 -2.01344e-06
rec_dev(1965)    -0.711059 -4.07232e-06
rec_dev(1966)     -0.66539  -3.3958e-06
rec_dev(1967)    0.0931423 -1.41668e-05
rec_dev(1968)     0.536239 -1.25291e-05
rec_dev(1969)     0.564952 -6.70338e-06
rec_dev(1970)     0.839581 -4.66608e-06
rec_dev(1971)      0.93839 -1.05438e-06
rec_dev(1972)       0.6921 -5.83299e-07
rec_dev(1973)     0.326679 -3.29286e-07
rec_dev(1974)     0.623095  5.23448e-07
rec_dev(1975)     0.772984  8.68262e-07
rec_dev(1976)     0.349342  3.40431e-07
rec_dev(1977)     0.573457  9.70968e-07
rec_dev(1978)     0.145445 -1.17155e-06
rec_dev(1979)    -0.292684  6.11496e-07
rec_dev(1980)     0.383838   4.0037e-06
rec_dev(1981)     0.103301  2.44997e-06
rec_dev(1982)      1.17544  2.79503e-06
rec_dev(1983)    -0.510833 -8.60583e-07
rec_dev(1984)     0.991617  4.25027e-06
rec_dev(1985)   -0.0690143  1.30836e-07
rec_dev(1986)    -0.327722   2.9357e-06
rec_dev(1987)   -0.0130443  8.04966e-07
rec_dev(1988)      0.30605  4.96056e-06
