ParName   Value   Gradient
natmort_m     0.139368  6.15735e-06
q_alpha(1)    -0.250132  8.24243e-07
q_beta[1](1)    0.0628782  3.26747e-06
q_beta[1](2)    0.0109267  5.88959e-07
q_beta[1](3)  -0.00963926 -9.13068e-07
mean_log_rec      0.99992  1.02102e-05
rec_dev(1954)    -0.281036  5.01558e-06
rec_dev(1955)    -0.490733  9.41269e-06
rec_dev(1956)    -0.665437  1.19932e-05
rec_dev(1957)     0.568528  5.86966e-05
rec_dev(1958)      0.13385   3.2952e-05
rec_dev(1959)    -0.244857  7.15125e-06
rec_dev(1960)    -0.355168 -3.00071e-06
rec_dev(1961)    -0.905283  4.34483e-07
rec_dev(1962)    -0.259795 -6.60189e-06
rec_dev(1963)    -0.904737 -2.55636e-06
rec_dev(1964)    -0.983802  4.15479e-08
rec_dev(1965)     -0.70987  9.76022e-07
rec_dev(1966)    -0.662334  5.98317e-06
rec_dev(1967)     0.100211  9.99724e-06
rec_dev(1968)     0.546592  3.86582e-06
rec_dev(1969)     0.582871  -1.7644e-06
rec_dev(1970)     0.863384 -6.71652e-06
rec_dev(1971)     0.970791 -3.70377e-06
rec_dev(1972)      0.72825 -1.36826e-06
rec_dev(1973)     0.361203 -1.78637e-06
rec_dev(1974)     0.648269 -2.67382e-06
rec_dev(1975)     0.812341 -4.09425e-06
rec_dev(1976)     0.379627 -8.46754e-07
rec_dev(1977)     0.593996 -1.95185e-06
rec_dev(1978)     0.180826  -2.3734e-06
rec_dev(1979)    -0.272525  1.16696e-06
rec_dev(1980)     0.396418 -8.99088e-07
rec_dev(1981)     0.101872 -2.26123e-06
rec_dev(1982)      1.18392  3.26547e-06
rec_dev(1983)    -0.592334  2.33239e-06
rec_dev(1984)     0.951907 -2.75376e-06
rec_dev(1985)    -0.149621 -8.55523e-07
rec_dev(1986)    -0.403385 -1.89859e-06
rec_dev(1987)   -0.0466401 -1.71044e-06
rec_dev(1988)     0.281737   7.8086e-07
rec_dev(1989)     0.327091 -8.15517e-07
rec_dev(1990)    -0.446396  1.44701e-07
rec_dev(1991)    -0.311353 -4.40345e-07
rec_dev(1992)     0.486811 -1.11424e-07
rec_dev(1993)   -0.0644507 -1.84186e-06
rec_dev(1994)    -0.221129  8.96442e-07
rec_dev(1995)    -0.221819  8.02942e-08
rec_dev(1996)     0.684923  5.65556e-07
rec_dev(1997)    -0.187802 -3.97218e-07
rec_dev(1998)    -0.358617  9.33793e-07
rec_dev(1999)    -0.147573 -1.37755e-06
rec_dev(2000)      0.19851 -2.70583e-06
rec_dev(2001)     -0.21859 -1.34544e-06
rec_dev(2002)     0.067696 -3.86768e-06
rec_dev(2003)    0.0328498 -4.74996e-06
rec_dev(2004)     0.458966 -9.36774e-06
rec_dev(2005)    -0.363826 -6.60273e-07
rec_dev(2006)    -0.292243 -2.74432e-06
rec_dev(2007)    -0.189556 -6.94399e-07
rec_dev(2008)    -0.252294 -3.73689e-06
rec_dev(2009)   -0.0860803 -1.72633e-06
rec_dev(2010)      0.24602  5.45369e-07
rec_dev(2011)    -0.751545  2.29226e-06
rec_dev(2012)     -1.54697  1.70699e-06
rec_dev(2013)     -0.77092 -4.71038e-07
