ParName   Value   Gradient
natmort_m     0.139351  2.46258e-07
q_alpha(1)    -0.246065  3.51306e-06
q_beta[1](1)    0.0649493 -5.06175e-06
q_beta[1](2)    0.0110335 -2.66473e-06
q_beta[1](3)  -0.00968302  4.24428e-07
mean_log_rec     0.997308 -7.53147e-06
rec_dev(1954)    -0.276763 -2.74918e-05
rec_dev(1955)    -0.483108 -2.08086e-05
rec_dev(1956)    -0.631377 -2.74843e-05
rec_dev(1957)     0.686586 -7.91523e-05
rec_dev(1958)     0.282607  1.35831e-05
rec_dev(1959)    -0.145213  4.68836e-05
rec_dev(1960)    -0.308982  2.86026e-05
rec_dev(1961)    -0.898279  3.92147e-06
rec_dev(1962)    -0.253041   8.6242e-07
rec_dev(1963)    -0.902703 -6.60032e-06
rec_dev(1964)    -0.981625 -2.99064e-06
rec_dev(1965)    -0.708309 -2.35213e-05
rec_dev(1966)    -0.661373 -1.29914e-05
rec_dev(1967)     0.101748 -4.88729e-05
rec_dev(1968)     0.548057 -4.76702e-05
rec_dev(1969)     0.583912 -2.08584e-05
rec_dev(1970)     0.864281  -2.5054e-05
rec_dev(1971)     0.971597 -1.37584e-05
rec_dev(1972)     0.728945 -8.71813e-06
rec_dev(1973)     0.361823 -8.00522e-06
rec_dev(1974)     0.648835  9.75435e-07
rec_dev(1975)     0.812658  -2.2332e-06
rec_dev(1976)      0.37972  -2.7992e-06
rec_dev(1977)     0.593987  4.29683e-06
rec_dev(1978)     0.180902 -3.55349e-07
rec_dev(1979)    -0.272399  2.52681e-07
rec_dev(1980)     0.396465 -1.83672e-06
rec_dev(1981)     0.101878  1.69974e-06
rec_dev(1982)      1.18391  -3.4121e-05
rec_dev(1983)    -0.592451 -1.28214e-06
rec_dev(1984)     0.951833 -1.20182e-05
rec_dev(1985)    -0.149756  7.30491e-07
rec_dev(1986)    -0.403521  3.02653e-06
rec_dev(1987)   -0.0467796 -4.15087e-06
rec_dev(1988)     0.281469 -3.01861e-06
rec_dev(1989)     0.326692 -4.74438e-06
rec_dev(1990)    -0.446949  1.32093e-06
rec_dev(1991)    -0.311975  6.86648e-06
rec_dev(1992)     0.486049  3.30996e-06
rec_dev(1993)   -0.0652901  7.36884e-06
rec_dev(1994)    -0.222218 -1.36187e-06
rec_dev(1995)    -0.223167  8.42657e-06
rec_dev(1996)     0.683251  9.32146e-06
rec_dev(1997)    -0.189573 -3.78376e-07
rec_dev(1998)    -0.360587  6.00711e-06
rec_dev(1999)    -0.149814 -1.25868e-06
rec_dev(2000)      0.19593  1.76137e-06
rec_dev(2001)    -0.221675  9.33923e-07
rec_dev(2002)    0.0640837  6.01135e-06
rec_dev(2003)    0.0285323  7.90743e-06
rec_dev(2004)     0.453825  1.52167e-05
rec_dev(2005)    -0.369884  1.15173e-05
rec_dev(2006)    -0.299645  1.35721e-05
rec_dev(2007)    -0.198607  4.79958e-06
rec_dev(2008)    -0.262646  4.78477e-06
rec_dev(2009)   -0.0982195  1.58557e-05
rec_dev(2010)     0.231654  3.96788e-07
rec_dev(2011)    -0.767574  4.21835e-06
rec_dev(2012)     -1.56435  4.85281e-06
rec_dev(2013)    -0.794158 -7.01461e-06
rec_dev(2014)    -0.825629 -2.90751e-06
rec_dev(2015)    -0.169073  1.39812e-05
rec_dev(2016)       0.1519  9.91398e-06
rec_dev(2017)      1.12003  8.51837e-06
rec_dev(2018)    -0.057033  -1.3197e-06
rec_dev(2019)      1.03166 -1.84504e-06
rec_dev(2020)    -0.109578  1.91054e-07
rec_dev(2021)   -0.0114502   2.0138e-07
rec_dev(2022) -4.83403e-05  9.20212e-07
mean_log_init    -0.686645 -4.85935e-06
init_dev_m(2)     0.492433 -1.97844e-06
init_dev_m(3)     0.114797  -2.2988e-06
init_dev_m(4)   0.00341464  -1.7629e-06
init_dev_m(5)  -0.00970769 -7.31787e-07
init_dev_m(6)   -0.0421783 -1.81112e-06
init_dev_m(7)   -0.0503315 -8.48709e-07
init_dev_m(8)   -0.0538746 -2.76289e-06
init_dev_m(9)   -0.0575799 -2.06177e-06
