ParName   Value   Gradient
natmort_m     0.139356 -1.31534e-05
q_alpha(1)    -0.239649  5.90087e-06
q_beta[1](1)     0.066796 -3.80924e-06
q_beta[1](2)    0.0106148 -1.48665e-05
q_beta[1](3)  -0.00995247  6.12316e-06
mean_log_rec     0.989067 -2.34358e-06
rec_dev(1954)    -0.268891 -6.71416e-06
rec_dev(1955)    -0.475138  1.30309e-05
rec_dev(1956)    -0.623563   2.7721e-05
rec_dev(1957)     0.693466 -1.42638e-05
rec_dev(1958)      0.28826 -0.000112495
rec_dev(1959)    -0.138883 -4.82477e-05
rec_dev(1960)    -0.301695 -2.42816e-05
rec_dev(1961)    -0.890615 -8.81945e-06
rec_dev(1962)    -0.245119 -1.95612e-05
rec_dev(1963)    -0.894644 -3.56306e-06
rec_dev(1964)    -0.973673  -9.3426e-06
rec_dev(1965)    -0.700488 -8.75913e-06
rec_dev(1966)    -0.653811  -3.1443e-07
rec_dev(1967)     0.109306  9.67411e-06
rec_dev(1968)     0.555675  -1.2051e-05
rec_dev(1969)     0.591423 -1.54186e-05
rec_dev(1970)      0.87156  1.47642e-07
rec_dev(1971)     0.978577 -1.05761e-05
rec_dev(1972)     0.735579 -7.65047e-06
rec_dev(1973)     0.368215  -1.6827e-06
rec_dev(1974)     0.654845 -1.06247e-05
rec_dev(1975)      0.81836 -2.34203e-05
rec_dev(1976)     0.385214 -7.24954e-06
rec_dev(1977)     0.599341 -1.05557e-05
rec_dev(1978)     0.188462  4.25741e-06
rec_dev(1979)    -0.272412  3.03812e-06
rec_dev(1980)      0.40346  2.13666e-06
rec_dev(1981)     0.106793  5.17519e-06
rec_dev(1982)       1.1926  3.24424e-06
rec_dev(1983)     -0.60045  3.15639e-07
rec_dev(1984)     0.960456 -2.09188e-05
rec_dev(1985)     -0.14606 -6.28963e-07
rec_dev(1986)    -0.403381  1.35191e-06
rec_dev(1987)   -0.0421474  4.62212e-06
rec_dev(1988)      0.28789  7.65505e-06
rec_dev(1989)      0.33261  2.26159e-07
rec_dev(1990)    -0.449641  9.33912e-07
rec_dev(1991)    -0.312551  4.55542e-06
rec_dev(1992)     0.491634  9.76162e-06
rec_dev(1993)   -0.0618965  4.39749e-06
rec_dev(1994)    -0.220268  3.93019e-06
rec_dev(1995)    -0.221507  4.73662e-06
rec_dev(1996)     0.688765   1.2153e-05
rec_dev(1997)    -0.188401  5.98065e-06
rec_dev(1998)    -0.362298  5.12713e-06
rec_dev(1999)    -0.149422  7.50597e-06
rec_dev(2000)     0.198865  7.98379e-06
rec_dev(2001)    -0.222588  6.03598e-06
rec_dev(2002)    0.0662593  8.09429e-06
rec_dev(2003)    0.0302627  1.10767e-05
rec_dev(2004)     0.457491 -2.94274e-05
rec_dev(2005)    -0.372638  6.51656e-06
rec_dev(2006)    -0.302088  9.79762e-06
rec_dev(2007)    -0.200713  1.71275e-05
rec_dev(2008)    -0.267136  1.64414e-05
rec_dev(2009)    -0.102988  3.03631e-05
rec_dev(2010)     0.227381  3.36446e-05
rec_dev(2011)    -0.791667  4.33419e-06
rec_dev(2012)     -1.66627  6.37273e-06
rec_dev(2013)    -0.833807  1.05902e-05
rec_dev(2014)    -0.879111 -1.21252e-06
rec_dev(2015)    -0.188451  3.40061e-06
rec_dev(2016)     0.155214  2.04906e-06
rec_dev(2017)      1.12058  5.28987e-06
rec_dev(2018)    -0.053527  8.46057e-07
rec_dev(2019)      1.03881  4.82759e-06
rec_dev(2020)    -0.108236  1.22822e-06
rec_dev(2021)   -0.0111368 -9.77606e-07
rec_dev(2022)  -3.7793e-05  3.47682e-07
mean_log_init    -0.685901 -2.86125e-07
