ParName   Value   Gradient
natmort_m     0.119733      4605.63
age_incr(5)            0            0
age_incr(6)            0            0
age_incr(7)            0            0
age_incr(8)            0            0
age_incr(9)            0            0
age_incr(10)            0            0
age_incr(11)            0            0
age_incr(12)            0            0
age_incr(13)            0            0
age_incr(14)            0            0
age_incr(15)            0            0
yr_incr(1955)            0            0
yr_incr(1956)            0            0
yr_incr(1957)            0            0
yr_incr(1958)            0            0
yr_incr(1959)            0            0
yr_incr(1960)            0            0
yr_incr(1961)            0            0
yr_incr(1962)            0            0
yr_incr(1963)            0            0
yr_incr(1964)            0            0
yr_incr(1965)            0            0
yr_incr(1966)            0            0
yr_incr(1967)            0            0
yr_incr(1968)            0            0
yr_incr(1969)            0            0
yr_incr(1970)            0            0
yr_incr(1971)            0            0
yr_incr(1972)            0            0
yr_incr(1973)            0            0
yr_incr(1974)            0            0
yr_incr(1975)            0            0
yr_incr(1976)            0            0
yr_incr(1977)            0            0
yr_incr(1978)            0            0
yr_incr(1979)            0            0
yr_incr(1980)            0            0
yr_incr(1981)            0            0
yr_incr(1982)            0            0
yr_incr(1983)            0            0
yr_incr(1984)            0            0
yr_incr(1985)            0            0
yr_incr(1986)            0            0
yr_incr(1987)            0            0
yr_incr(1988)            0            0
yr_incr(1989)            0            0
yr_incr(1990)            0            0
yr_incr(1991)            0            0
yr_incr(1992)            0            0
yr_incr(1993)            0            0
yr_incr(1994)            0            0
yr_incr(1995)            0            0
yr_incr(1996)            0            0
yr_incr(1997)            0            0
yr_incr(1998)            0            0
yr_incr(1999)            0            0
yr_incr(2000)            0            0
yr_incr(2001)            0            0
yr_incr(2002)            0            0
yr_incr(2003)            0            0
yr_incr(2004)            0            0
yr_incr(2005)            0            0
yr_incr(2006)            0            0
yr_incr(2007)            0            0
yr_incr(2008)            0            0
yr_incr(2009)            0            0
yr_incr(2010)            0            0
yr_incr(2011)            0            0
yr_incr(2012)            0            0
yr_incr(2013)            0            0
yr_incr(2014)            0            0
yr_incr(2015)            0            0
yr_incr(2016)            0            0
yr_incr(2017)            0            0
yr_incr(2018)            0            0
yr_incr(2019)            0            0
yr_incr(2020)            0            0
yr_incr(2021)            0            0
q_alpha(1)   -0.0680387     -4779.83
q_beta[1](1)   0.00142937     -600.675
q_beta[1](2)   0.00321282     -2745.44
q_beta[1](3) -0.000992134      2575.26
q_beta[1](4)   0.00142937     -600.675
mean_log_rec     0.809419     -1064.41
rec_dev(1954)    0.0964569     -2706.87
rec_dev(1955)    0.0876968      -1864.3
rec_dev(1956)    0.0631219     -434.176
rec_dev(1957)     0.176303     -4128.34
rec_dev(1958)    0.0985302     -1048.81
