"","Latitude","Longitude","Weight","Month"
"333",54.3,188.1,0,11
"334",54.3,189.1,0,11
"335",54.3,190.1,0,11
"336",54.3,191.1,0,11
"337",54.3,192.1,0,11
"338",54.3,193.1,0,11
"339",54.3,194.1,0,11
"340",54.3,195.1,0,11
"341",54.3,196.1,0,11
"342",54.3,197.1,0,11
"343",54.3,198.1,0,11
"344",54.3,199.1,0,11
"345",54.3,200.1,0,11
"346",54.3,201.1,0,11
"347",54.3,202.1,0,11
"348",54.3,203.1,0,11
"349",54.3,204.1,0,11
"350",54.3,205.1,0,11
"351",55.3,181.1,0,11
"352",55.3,182.1,0,11
"353",55.3,183.1,0,11
"354",55.3,184.1,0,11
"355",55.3,185.1,0,11
"356",55.3,186.1,0,11
"357",55.3,187.1,0,11
"358",55.3,188.1,0,11
"359",55.3,189.1,0,11
"360",55.3,190.1,0,11
"361",55.3,191.1,0,11
"362",55.3,192.1,0,11
"363",55.3,193.1,0,11
"364",55.3,194.1,0,11
"365",55.3,195.1,0,11
"366",55.3,196.1,0,11
"367",55.3,197.1,0,11
"368",55.3,198.1,0,11
"369",55.3,199.1,0,11
"370",55.3,200.1,0,11
"371",55.3,201.1,0,11
"372",55.3,202.1,0,11
"373",55.3,203.1,0,11
"374",55.3,204.1,0,11
"375",55.3,205.1,0,11
"376",56.3,181.1,0,11
"377",56.3,182.1,0,11
"378",56.3,183.1,0,11
"379",56.3,184.1,0,11
"380",56.3,185.1,0,11
"381",56.3,186.1,0,11
"382",56.3,187.1,0,11
"383",56.3,188.1,0,11
"384",56.3,189.1,0,11
"385",56.3,190.1,0,11
"386",56.3,191.1,0,11
"387",56.3,192.1,0,11
"388",56.3,193.1,0,11
"389",56.3,194.1,0,11
"390",56.3,195.1,0,11
"391",56.3,196.1,0,11
"392",56.3,197.1,0,11
"393",56.3,198.1,0,11
"394",56.3,199.1,0,11
"395",56.3,200.1,0,11
"396",56.3,201.1,0,11
"397",56.3,202.1,0,11
"398",56.3,203.1,0,11
"399",56.3,204.1,0,11
"400",56.3,205.1,0,11
"401",57.3,181.1,0,11
"402",57.3,182.1,0,11
"403",57.3,183.1,0,11
"404",57.3,184.1,0,11
"405",57.3,185.1,0,11
"406",57.3,186.1,0,11
"407",57.3,187.1,0,11
"408",57.3,188.1,0,11
"409",57.3,189.1,0,11
"410",57.3,190.1,0,11
"411",57.3,191.1,0,11
"412",57.3,192.1,0,11
"413",57.3,193.1,0,11
"414",57.3,194.1,0,11
"415",57.3,195.1,0,11
"416",57.3,196.1,0,11
"417",57.3,197.1,0,11
"418",57.3,198.1,0,11
"419",57.3,199.1,0,11
"420",57.3,200.1,0,11
"421",57.3,201.1,0,11
"422",57.3,202.1,0,11
"423",57.3,203.1,0,11
"424",57.3,204.1,0,11
"425",57.3,205.1,0,11
"426",58.3,181.1,0,11
"427",58.3,182.1,0,11
"428",58.3,183.1,0,11
"429",58.3,184.1,0,11
"430",58.3,185.1,0,11
"431",58.3,186.1,0,11
"432",58.3,187.1,0,11
"433",58.3,188.1,0,11
"434",58.3,189.1,0,11
"435",58.3,190.1,0,11
"436",58.3,191.1,0,11
"437",58.3,192.1,0,11
"438",58.3,193.1,0,11
"439",58.3,194.1,0,11
"440",58.3,195.1,0,11
"441",58.3,196.1,0,11
"442",58.3,197.1,0,11
"443",58.3,198.1,0,11
"444",58.3,199.1,0,11
"445",58.3,200.1,0,11
"446",58.3,201.1,0,11
"447",58.3,202.1,0,11
"448",58.3,203.1,0,11
"449",58.3,204.1,0,11
"450",58.3,205.1,0,11
"451",59.3,181.1,0,11
"452",59.3,182.1,0,11
"453",59.3,183.1,0,11
"454",59.3,184.1,0,11
"455",59.3,185.1,0,11
"456",59.3,186.1,0,11
"457",59.3,187.1,0,11
"458",59.3,188.1,0,11
"459",59.3,189.1,0,11
"460",59.3,190.1,0,11
"461",59.3,191.1,0,11
"462",59.3,192.1,0,11
"463",59.3,193.1,0,11
"464",59.3,194.1,0,11
"465",59.3,195.1,0,11
"466",59.3,196.1,0,11
"467",59.3,197.1,0,11
"468",59.3,198.1,0,11
"469",59.3,199.1,0,11
"470",59.3,200.1,0,11
"471",59.3,201.1,0,11
"472",59.3,202.1,0,11
"473",59.3,203.1,0,11
"474",59.3,204.1,0,11
"475",59.3,205.1,0,11
"476",60.3,181.1,0,11
"477",60.3,182.1,0,11
"478",60.3,183.1,0,11
"479",60.3,184.1,0,11
"480",60.3,185.1,0,11
"481",60.3,186.1,0,11
"482",60.3,187.1,0,11
"483",60.3,188.1,0,11
"484",60.3,189.1,0,11
"485",60.3,190.1,0,11
"486",60.3,191.1,0,11
"487",60.3,192.1,0,11
"488",60.3,193.1,0,11
"489",60.3,194.1,0,11
"490",60.3,195.1,0,11
"491",60.3,196.1,0,11
"492",60.3,197.1,0,11
"493",60.3,198.1,0,11
"494",60.3,199.1,0,11
"495",60.3,200.1,0,11
"496",60.3,201.1,0,11
"497",60.3,202.1,0,11
"498",60.3,203.1,0,11
"499",60.3,204.1,0,11
"500",60.3,205.1,0,11
"501",61.3,181.1,0,11
"502",61.3,182.1,0,11
"503",61.3,183.1,0,11
"504",61.3,184.1,0,11
"505",61.3,185.1,0,11
"506",61.3,186.1,0,11
"507",61.3,187.1,0,11
"508",61.3,188.1,0,11
"509",61.3,189.1,0,11
"510",61.3,190.1,0,11
"511",61.3,191.1,0,11
"512",61.3,192.1,0,11
"513",61.3,193.1,0,11
"514",61.3,194.1,0,11
"515",61.3,195.1,0,11
"516",61.3,196.1,0,11
"517",61.3,197.1,0,11
"518",61.3,198.1,0,11
"519",61.3,199.1,0,11
"520",61.3,200.1,0,11
"521",61.3,201.1,0,11
"522",61.3,202.1,0,11
"523",61.3,203.1,0,11
"524",61.3,204.1,0,11
"525",61.3,205.1,0,11
"526",62.3,181.1,0,11
"527",62.3,182.1,0,11
"528",62.3,183.1,0,11
"529",62.3,184.1,0,11
"530",62.3,185.1,0,11
"531",62.3,186.1,0,11
"532",62.3,187.1,0,11
"533",62.3,188.1,0,11
"534",62.3,189.1,0,11
"535",62.3,190.1,0,11
"536",62.3,191.1,0,11
"537",62.3,192.1,0,11
"538",62.3,193.1,0,11
"539",62.3,194.1,0,11
"540",62.3,195.1,0,11
"541",62.3,196.1,0,11
"542",62.3,197.1,0,11
"543",62.3,198.1,0,11
"544",62.3,199.1,0,11
"545",62.3,200.1,0,11
"546",62.3,201.1,0,11
"547",62.3,202.1,0,11
"548",62.3,203.1,0,11
"549",62.3,204.1,0,11
"550",62.3,205.1,0,11
"551",52.3,181.1,0,10
"552",52.3,182.1,0,10
"553",52.3,183.1,0,10
"554",52.3,184.1,0,10
"555",52.3,185.1,0,10
"556",52.3,186.1,0,10
"557",52.3,187.1,0,10
"558",52.3,188.1,0,10
"559",52.3,189.1,0,10
"560",52.3,190.1,0,10
"561",52.3,191.1,0,10
"562",52.3,192.1,0,10
"563",52.3,193.1,0,10
"564",52.3,194.1,0,10
"565",52.3,195.1,0,10
"566",52.3,196.1,0,10
"567",52.3,197.1,0,10
"568",52.3,198.1,0,10
"569",52.3,199.1,0,10
"570",52.3,200.1,0,10
"571",52.3,201.1,0,10
"572",52.3,202.1,0,10
"573",52.3,203.1,0,10
"574",52.3,204.1,0,10
"575",52.3,205.1,0,10
"576",53.3,181.1,0,10
"577",53.3,182.1,0,10
"578",53.3,183.1,0,10
"579",53.3,184.1,0,10
"580",53.3,185.1,0,10
"581",53.3,186.1,0,10
"582",53.3,187.1,0,10
"583",53.3,188.1,0,10
"584",53.3,189.1,0,10
"585",53.3,190.1,0,10
"586",53.3,191.1,0,10
"587",53.3,192.1,0,10
"588",53.3,193.1,0,10
"589",53.3,194.1,0,10
"590",53.3,195.1,0,10
"591",53.3,196.1,0,10
"592",53.3,197.1,0,10
"593",53.3,198.1,0,10
"594",53.3,199.1,0,10
"595",53.3,200.1,0,10
"596",53.3,201.1,0,10
"597",53.3,202.1,0,10
"598",53.3,203.1,0,10
"599",53.3,204.1,0,10
"600",53.3,205.1,0,10
"601",54.3,181.1,0,10
"602",54.3,182.1,0,10
"603",54.3,183.1,0,10
"604",54.3,184.1,0,10
"605",54.3,185.1,0,10
"606",54.3,186.1,0,10
"607",54.3,187.1,0,10
"608",54.3,188.1,0,10
"609",54.3,189.1,0,10
"610",54.3,190.1,0,10
"611",54.3,191.1,0,10
"612",54.3,192.1,0,10
"613",54.3,193.1,0,10
"614",54.3,194.1,0,10
"615",54.3,195.1,0,10
"616",54.3,196.1,0,10
"617",54.3,197.1,0,10
"618",54.3,198.1,0,10
"619",54.3,199.1,0,10
"620",54.3,200.1,0,10
"621",54.3,201.1,0,10
"622",54.3,202.1,0,10
"623",54.3,203.1,0,10
"624",54.3,204.1,0,10
"625",54.3,205.1,0,10
"626",55.3,181.1,0,10
"627",55.3,182.1,0,10
"628",55.3,183.1,0,10
"629",55.3,184.1,0,10
"630",55.3,185.1,0,10
"631",55.3,186.1,0,10
"632",55.3,187.1,0,10
"633",55.3,188.1,0,10
"634",55.3,189.1,0,10
"635",55.3,190.1,0,10
"636",55.3,191.1,4.69,10
"637",55.3,192.1,0,10
"638",55.3,193.1,0,10
"639",55.3,194.1,0,10
"640",55.3,195.1,0,10
"641",55.3,196.1,0,10
"642",55.3,197.1,0,10
"643",55.3,198.1,0,10
"644",55.3,199.1,0,10
"645",55.3,200.1,0,10
"646",55.3,201.1,0,10
"647",55.3,202.1,0,10
"648",55.3,203.1,0,10
"649",55.3,204.1,0,10
"650",55.3,205.1,0,10
"651",56.3,181.1,0,10
"652",56.3,182.1,0,10
"653",56.3,183.1,0,10
"654",56.3,184.1,0,10
"655",56.3,185.1,0,10
"656",56.3,186.1,0,10
"657",56.3,187.1,0,10
"658",56.3,188.1,0,10
"659",56.3,189.1,0,10
"660",56.3,190.1,0,10
"661",56.3,191.1,0,10
"662",56.3,192.1,8727.19,10
"663",56.3,193.1,711597.96,10
"664",56.3,194.1,1060744.28,10
"665",56.3,195.1,0,10
"666",56.3,196.1,0,10
"667",56.3,197.1,0,10
"668",56.3,198.1,0,10
"669",56.3,199.1,0,10
"670",56.3,200.1,0,10
"671",56.3,201.1,0,10
"672",56.3,202.1,0,10
"673",56.3,203.1,0,10
"674",56.3,204.1,0,10
"675",56.3,205.1,0,10
"676",57.3,181.1,0,10
"677",57.3,182.1,0,10
"678",57.3,183.1,0,10
"679",57.3,184.1,0,10
"680",57.3,185.1,0,10
"681",57.3,186.1,0,10
"682",57.3,187.1,0,10
"683",57.3,188.1,0,10
"684",57.3,189.1,17873.24,10
"685",57.3,190.1,196331.67,10
"686",57.3,191.1,3423155.08,10
"687",57.3,192.1,2998909.75,10
"688",57.3,193.1,580424.53,10
"689",57.3,194.1,621034.42,10
"690",57.3,195.1,0,10
"691",57.3,196.1,0,10
"692",57.3,197.1,0,10
"693",57.3,198.1,0,10
"694",57.3,199.1,0,10
"695",57.3,200.1,0,10
"696",57.3,201.1,0,10
"697",57.3,202.1,0,10
"698",57.3,203.1,0,10
"699",57.3,204.1,0,10
"700",57.3,205.1,0,10
"701",58.3,181.1,0,10
"702",58.3,182.1,0,10
"703",58.3,183.1,0,10
"704",58.3,184.1,0,10
"705",58.3,185.1,0,10
"706",58.3,186.1,0,10
"707",58.3,187.1,0,10
"708",58.3,188.1,0,10
"709",58.3,189.1,115361.48,10
"710",58.3,190.1,331275.84,10
"711",58.3,191.1,50451.49,10
"712",58.3,192.1,0,10
"713",58.3,193.1,0,10
"714",58.3,194.1,0,10
"715",58.3,195.1,0,10
"716",58.3,196.1,0,10
"717",58.3,197.1,0,10
"718",58.3,198.1,0,10
"719",58.3,199.1,0,10
"720",58.3,200.1,0,10
"721",58.3,201.1,0,10
"722",58.3,202.1,0,10
"723",58.3,203.1,0,10
"724",58.3,204.1,0,10
"725",58.3,205.1,0,10
"726",59.3,181.1,0,10
"727",59.3,182.1,0,10
"728",59.3,183.1,0,10
"729",59.3,184.1,0,10
"730",59.3,185.1,0,10
"731",59.3,186.1,0,10
"732",59.3,187.1,0,10
"733",59.3,188.1,0,10
"734",59.3,189.1,0,10
"735",59.3,190.1,0,10
"736",59.3,191.1,0,10
"737",59.3,192.1,0,10
"738",59.3,193.1,0,10
"739",59.3,194.1,0,10
"740",59.3,195.1,0,10
"741",59.3,196.1,0,10
"742",59.3,197.1,0,10
"743",59.3,198.1,0,10
"744",59.3,199.1,0,10
"745",59.3,200.1,0,10
"746",59.3,201.1,0,10
"747",59.3,202.1,0,10
"748",59.3,203.1,0,10
"749",59.3,204.1,0,10
"750",59.3,205.1,0,10
"751",60.3,181.1,0,10
"752",60.3,182.1,0,10
"753",60.3,183.1,0,10
"754",60.3,184.1,0,10
"755",60.3,185.1,0,10
"756",60.3,186.1,0,10
"757",60.3,187.1,0,10
"758",60.3,188.1,0,10
"759",60.3,189.1,0,10
"760",60.3,190.1,0,10
"761",60.3,191.1,0,10
"762",60.3,192.1,0,10
"763",60.3,193.1,0,10
"764",60.3,194.1,0,10
"765",60.3,195.1,0,10
"766",60.3,196.1,0,10
"767",60.3,197.1,0,10
"768",60.3,198.1,0,10
"769",60.3,199.1,0,10
"770",60.3,200.1,0,10
"771",60.3,201.1,0,10
"772",60.3,202.1,0,10
"773",60.3,203.1,0,10
"774",60.3,204.1,0,10
"775",60.3,205.1,0,10
"776",61.3,181.1,0,10
"777",61.3,182.1,0,10
"778",61.3,183.1,0,10
"779",61.3,184.1,0,10
"780",61.3,185.1,0,10
"781",61.3,186.1,0,10
"782",61.3,187.1,0,10
"783",61.3,188.1,0,10
"784",61.3,189.1,0,10
"785",61.3,190.1,0,10
"786",61.3,191.1,0,10
"787",61.3,192.1,0,10
"788",61.3,193.1,0,10
"789",61.3,194.1,0,10
"790",61.3,195.1,0,10
"791",61.3,196.1,0,10
"792",61.3,197.1,0,10
"793",61.3,198.1,0,10
"794",61.3,199.1,0,10
"795",61.3,200.1,0,10
"796",61.3,201.1,0,10
"797",61.3,202.1,0,10
"798",61.3,203.1,0,10
"799",61.3,204.1,0,10
"800",61.3,205.1,0,10
"801",62.3,181.1,0,10
"802",62.3,182.1,0,10
"803",62.3,183.1,0,10
"804",62.3,184.1,0,10
"805",62.3,185.1,0,10
"806",62.3,186.1,0,10
"807",62.3,187.1,0,10
"808",62.3,188.1,0,10
"809",62.3,189.1,0,10
"810",62.3,190.1,0,10
"811",62.3,191.1,0,10
"812",62.3,192.1,0,10
"813",62.3,193.1,0,10
"814",62.3,194.1,0,10
"815",62.3,195.1,0,10
"816",62.3,196.1,0,10
"817",62.3,197.1,0,10
"818",62.3,198.1,0,10
"819",62.3,199.1,0,10
"820",62.3,200.1,0,10
"821",62.3,201.1,0,10
"822",62.3,202.1,0,10
"823",62.3,203.1,0,10
"824",62.3,204.1,0,10
"825",62.3,205.1,0,10
"826",52.3,181.1,0,9
"827",52.3,182.1,0,9
"828",52.3,183.1,0,9
"829",52.3,184.1,0,9
"830",52.3,185.1,0,9
"831",52.3,186.1,0,9
"832",52.3,187.1,0,9
"833",52.3,188.1,0,9
"834",52.3,189.1,0,9
"835",52.3,190.1,0,9
"836",52.3,191.1,0,9
"837",52.3,192.1,0,9
"838",52.3,193.1,0,9
"839",52.3,194.1,0,9
"840",52.3,195.1,0,9
"841",52.3,196.1,0,9
"842",52.3,197.1,0,9
"843",52.3,198.1,0,9
"844",52.3,199.1,0,9
"845",52.3,200.1,0,9
"846",52.3,201.1,0,9
"847",52.3,202.1,0,9
"848",52.3,203.1,0,9
"849",52.3,204.1,0,9
"850",52.3,205.1,0,9
"851",53.3,181.1,0,9
"852",53.3,182.1,0,9
"853",53.3,183.1,0,9
"854",53.3,184.1,0,9
"855",53.3,185.1,0,9
"856",53.3,186.1,0,9
"857",53.3,187.1,0,9
"858",53.3,188.1,0,9
"859",53.3,189.1,0,9
"860",53.3,190.1,0,9
"861",53.3,191.1,0,9
"862",53.3,192.1,0,9
"863",53.3,193.1,0,9
"864",53.3,194.1,0,9
"865",53.3,195.1,0,9
"866",53.3,196.1,0,9
"867",53.3,197.1,0,9
"868",53.3,198.1,0,9
"869",53.3,199.1,0,9
"870",53.3,200.1,0,9
"871",53.3,201.1,0,9
"872",53.3,202.1,0,9
"873",53.3,203.1,0,9
"874",53.3,204.1,0,9
"875",53.3,205.1,0,9
"876",54.3,181.1,0,9
"877",54.3,182.1,0,9
"878",54.3,183.1,0,9
"879",54.3,184.1,0,9
"880",54.3,185.1,0,9
"881",54.3,186.1,0,9
"882",54.3,187.1,0,9
"883",54.3,188.1,0,9
"884",54.3,189.1,0,9
"885",54.3,190.1,0,9
"886",54.3,191.1,0,9
"887",54.3,192.1,0,9
"888",54.3,193.1,0,9
"889",54.3,194.1,87,9
"890",54.3,195.1,0,9
"891",54.3,196.1,0,9
"892",54.3,197.1,0,9
"893",54.3,198.1,0,9
"894",54.3,199.1,0,9
"895",54.3,200.1,0,9
"896",54.3,201.1,0,9
"897",54.3,202.1,0,9
"898",54.3,203.1,0,9
"899",54.3,204.1,0,9
"900",54.3,205.1,0,9
"901",55.3,181.1,0,9
"902",55.3,182.1,0,9
"903",55.3,183.1,0,9
"904",55.3,184.1,0,9
"905",55.3,185.1,0,9
"906",55.3,186.1,0,9
"907",55.3,187.1,0,9
"908",55.3,188.1,0,9
"909",55.3,189.1,0,9
"910",55.3,190.1,76.77,9
"911",55.3,191.1,0,9
"912",55.3,192.1,0,9
"913",55.3,193.1,0,9
"914",55.3,194.1,0,9
"915",55.3,195.1,0,9
"916",55.3,196.1,0,9
"917",55.3,197.1,0,9
"918",55.3,198.1,0,9
"919",55.3,199.1,0,9
"920",55.3,200.1,0,9
"921",55.3,201.1,0,9
"922",55.3,202.1,0,9
"923",55.3,203.1,0,9
"924",55.3,204.1,0,9
"925",55.3,205.1,0,9
"926",56.3,181.1,0,9
"927",56.3,182.1,0,9
